ID,Name,Overall Rating,No. of Ratings,Work Life Balance,Culture And Values,Senior Leadership,Compensation and Benefits,Career Opportunities,Sector,Industry Name,Website,Glassdoor
253864,ValueLabs,2.8,530,2.7,3.0,2.5,2.8,2.8,Information Technology,IT Services,www.valuelabs.com,https://www.glassdoor.com/Overview/Working-at-ValueLabs-EI_IE253864.htm
10474,PUMA Group,4.1,390,4.3,4.4,3.8,3.8,3.7,Retail,"Department, Clothing, & Shoe Stores",about.puma.com/en/careers,https://www.glassdoor.com/Overview/Working-at-PUMA Group-EI_IE10474.htm
12800,ALTEN,2.8,382,3.3,2.4,2.6,2.3,2.7,Information Technology,IT Services,www.alten.com,https://www.glassdoor.com/Overview/Working-at-ALTEN-EI_IE12800.htm
1492856,Conduent,2.5,352,2.7,2.4,2.3,2.4,2.4,Business Services,Staffing & Outsourcing,www.conduent.com,https://www.glassdoor.com/Overview/Working-at-Conduent-EI_IE1492856.htm
11106,PA Consulting Group,3.3,332,3.2,3.2,2.8,3.2,3.4,Business Services,Consulting,www.paconsulting.com,https://www.glassdoor.com/Overview/Working-at-PA Consulting Group-EI_IE11106.htm
41928,JSW Steel,3.2,311,2.9,3.1,2.9,2.9,3.1,Manufacturing,Metal & Mineral Manufacturing,www.jsw.in,https://www.glassdoor.com/Overview/Working-at-JSW Steel-EI_IE41928.htm
30555,NextGen Healthcare,2.7,288,3.2,2.7,2.4,2.8,2.6,Health Care,Health Care Services & Hospitals,www.nextgen.com,https://www.glassdoor.com/Overview/Working-at-NextGen Healthcare-EI_IE30555.htm
354629,MakeMyTrip,3.6,255,3.5,3.8,3.3,3.6,3.6,Travel & Tourism,Travel Agencies,www.makemytrip.com,https://www.glassdoor.com/Overview/Working-at-MakeMyTrip-EI_IE354629.htm
34222,InterCall,3.1,223,3.6,3.0,2.8,3.1,2.9,Telecommunications,Telecommunications Services,www.westuc.com,https://www.glassdoor.com/Overview/Working-at-InterCall-EI_IE34222.htm
518783,Bennett Coleman and Co. Ltd. (Times Group),4.2,182,4.0,4.0,3.8,3.6,3.8,Media,Publishing,www.timesofindia.com,https://www.glassdoor.com/Overview/Working-at-Bennett Coleman and Co. Ltd. (Times Group)-EI_IE518783.htm
11651,Travelocity,3.7,181,4.2,3.9,3.2,3.9,3.2,Travel & Tourism,Travel Agencies,www.travelocity.com,https://www.glassdoor.com/Overview/Working-at-Travelocity-EI_IE11651.htm
371814,Absolutdata,2.9,164,3.2,2.6,2.3,2.7,2.6,Business Services,Consulting,www.absolutdata.com,https://www.glassdoor.com/Overview/Working-at-Absolutdata-EI_IE371814.htm
520361,Ugam,3.4,159,2.9,3.6,3.2,2.7,3.1,Information Technology,IT Services,www.ugamsolutions.com,https://www.glassdoor.com/Overview/Working-at-Ugam-EI_IE520361.htm
11531,ClickSoftware,3.6,148,3.9,3.7,3.4,3.6,3.3,Information Technology,Computer Hardware & Software,www.clicksoftware.com,https://www.glassdoor.com/Overview/Working-at-ClickSoftware-EI_IE11531.htm
110676,Redknee,2.8,131,3.6,3.0,2.5,3.1,2.8,Information Technology,Computer Hardware & Software,www.redknee.com,https://www.glassdoor.com/Overview/Working-at-Redknee-EI_IE110676.htm
289578,Genpact Process Solutions,3.2,131,3.4,3.3,2.8,2.7,3.3,,,www.genpact.com,https://www.glassdoor.com/Overview/Working-at-Genpact Process Solutions-EI_IE289578.htm
512355,Team Computers,3.7,130,3.4,3.4,3.3,3.2,3.6,Information Technology,IT Services,www.teamcomputers.com,https://www.glassdoor.com/Overview/Working-at-Team Computers-EI_IE512355.htm
10376,Trelleborg,3.1,127,3.2,2.9,2.5,3.1,2.5,Manufacturing,Industrial Manufacturing,www.trelleborg.com,https://www.glassdoor.com/Overview/Working-at-Trelleborg-EI_IE10376.htm
4983,Envestnet,3.4,118,3.8,3.6,3.2,3.5,3.3,Finance,Investment Banking & Asset Management,www.envestnet.com,https://www.glassdoor.com/Overview/Working-at-Envestnet-EI_IE4983.htm
266740,Innominds Software,3.2,113,3.4,3.1,3.0,3.1,3.0,Information Technology,Computer Hardware & Software,www.innominds.com,https://www.glassdoor.com/Overview/Working-at-Innominds Software-EI_IE266740.htm
257634,Shoppers Stop,3.9,106,3.6,4.5,3.8,3.4,4.1,Retail,"Department, Clothing, & Shoe Stores",www.shoppersstop.com,https://www.glassdoor.com/Overview/Working-at-Shoppers Stop-EI_IE257634.htm
231533,QualiTest Group,3.3,94,3.1,2.9,2.7,2.5,3.2,Information Technology,IT Services,www.qualitestgroup.com,https://www.glassdoor.com/Overview/Working-at-QualiTest Group-EI_IE231533.htm
252108,TÜV Rheinland,3.2,92,3.3,2.7,2.5,3.1,2.8,,,www.tuv.com,https://www.glassdoor.com/Overview/Working-at-TÜV Rheinland-EI_IE252108.htm
413195,Ceasefire Industries,2.8,91,2.4,2.4,2.4,2.2,2.9,Business Services,Security Services,www.ceasefire.in,https://www.glassdoor.com/Overview/Working-at-Ceasefire Industries-EI_IE413195.htm
4037,Applied Micro Circuits,3.2,88,3.2,3.2,2.8,3.4,3.4,Manufacturing,Electrical & Electronic Manufacturing,www.apm.com,https://www.glassdoor.com/Overview/Working-at-Applied Micro Circuits-EI_IE4037.htm
39226,ALSTOM India,3.6,86,4.0,4.0,3.4,3.6,3.6,Manufacturing,Electrical & Electronic Manufacturing,www.in.alstom.com,https://www.glassdoor.com/Overview/Working-at-ALSTOM India-EI_IE39226.htm
399094,ABC Consultants,3.8,80,3.5,3.6,3.6,3.5,3.6,Business Services,Staffing & Outsourcing,www.abcconsultants.in,https://www.glassdoor.com/Overview/Working-at-ABC Consultants-EI_IE399094.htm
621810,Amplifi,2.8,73,3.2,2.6,2.4,3.3,2.7,Business Services,Consulting,www.goamplifi.com,https://www.glassdoor.com/Overview/Working-at-Amplifi-EI_IE621810.htm
483403,Clarion Technologies,2.7,70,2.8,2.9,2.6,2.6,2.6,Information Technology,IT Services,www.clariontechnologies.co.in,https://www.glassdoor.com/Overview/Working-at-Clarion Technologies-EI_IE483403.htm
199351,Infogix,2.7,68,3.3,3.1,2.6,3.1,2.4,Information Technology,Computer Hardware & Software,www.infogix.com,https://www.glassdoor.com/Overview/Working-at-Infogix-EI_IE199351.htm
150168,Open Systems International,3.6,59,3.7,3.8,3.4,3.4,3.8,Information Technology,Computer Hardware & Software,www.osii.com,https://www.glassdoor.com/Overview/Working-at-Open Systems International-EI_IE150168.htm
718792,RAM,3.4,54,3.4,3.3,3.3,3.5,3.5,Business Services,Consulting,www.ram.com.my,https://www.glassdoor.com/Overview/Working-at-RAM-EI_IE718792.htm
508382,Infodart Technologies,2.0,48,2.1,2.0,2.0,2.0,2.2,Information Technology,IT Services,www.infodartindia.com,https://www.glassdoor.com/Overview/Working-at-Infodart Technologies-EI_IE508382.htm
6174,Intelligroup,2.9,48,3.1,3.0,2.7,2.8,2.8,Information Technology,IT Services,www.intelligroup.com,https://www.glassdoor.com/Overview/Working-at-Intelligroup-EI_IE6174.htm
463168,Livestream,3.7,48,3.7,3.8,3.4,3.7,3.3,Information Technology,Internet,www.livestream.com,https://www.glassdoor.com/Overview/Working-at-Livestream-EI_IE463168.htm
508216,Exide Industries,3.1,48,3.1,2.7,2.7,2.7,3.0,Manufacturing,Electrical & Electronic Manufacturing,www.exideindustries.com,https://www.glassdoor.com/Overview/Working-at-Exide Industries-EI_IE508216.htm
380980,Sunrise Systems,3.0,46,3.2,3.0,3.1,3.0,2.8,Information Technology,IT Services,www.sunrisesys.com,https://www.glassdoor.com/Overview/Working-at-Sunrise Systems-EI_IE380980.htm
1075,ADC Telecommunications,3.5,44,3.9,3.7,3.2,3.7,3.2,Telecommunications,Telecommunications Manufacturing,www.adc.com,https://www.glassdoor.com/Overview/Working-at-ADC Telecommunications-EI_IE1075.htm
1946,Universal Electronics (CA),2.8,41,3.1,2.7,2.5,2.6,2.6,Manufacturing,Consumer Products Manufacturing,www.uei.com,https://www.glassdoor.com/Overview/Working-at-Universal Electronics (CA)-EI_IE1946.htm
226873,Advent Global Solutions,2.7,41,2.3,2.3,2.2,2.1,2.2,Information Technology,IT Services,www.adventglobal.com,https://www.glassdoor.com/Overview/Working-at-Advent Global Solutions-EI_IE226873.htm
14201,Mascon Global,2.6,38,2.8,2.7,2.2,2.6,2.7,Information Technology,IT Services,www.mgl.com,https://www.glassdoor.com/Overview/Working-at-Mascon Global-EI_IE14201.htm
671606,Saxon Global,4.3,36,4.1,4.2,4.3,3.9,4.3,Information Technology,IT Services,www.saxonglobal.com,https://www.glassdoor.com/Overview/Working-at-Saxon Global-EI_IE671606.htm
262362,ESKO,3.2,36,3.2,3.1,3.1,3.1,3.0,Manufacturing,Industrial Manufacturing,www.esko-graphics.com,https://www.glassdoor.com/Overview/Working-at-ESKO-EI_IE262362.htm
693419,Coffee Day Beverages,2.7,33,2.7,2.3,2.8,2.6,3.4,Manufacturing,Food & Beverage Manufacturing,www.coffeedaybeverages.com,https://www.glassdoor.com/Overview/Working-at-Coffee Day Beverages-EI_IE693419.htm
587580,Mphasis-Wyde,3.2,32,3.6,3.3,3.2,2.7,2.8,Information Technology,IT Services,www.wyde.com,https://www.glassdoor.com/Overview/Working-at-Mphasis-Wyde-EI_IE587580.htm
1098789,Quotient,3.5,31,3.7,3.3,2.9,3.6,2.9,Information Technology,Internet,www.quotient.com,https://www.glassdoor.com/Overview/Working-at-Quotient-EI_IE1098789.htm
750076,smartShift Technologies,3.4,30,3.5,3.4,3.2,3.4,3.3,Information Technology,Enterprise Software & Network Solutions,www.smartshifttech.com,https://www.glassdoor.com/Overview/Working-at-smartShift Technologies-EI_IE750076.htm
473424,Vijaya Bank,3.0,30,2.9,2.8,2.8,3.1,3.4,,,www.vijayabank.com,https://www.glassdoor.com/Overview/Working-at-Vijaya Bank-EI_IE473424.htm
381898,Rebaca Technologies,3.0,29,3.1,3.3,2.9,3.3,3.2,Information Technology,IT Services,www.rebaca.com,https://www.glassdoor.com/Overview/Working-at-Rebaca Technologies-EI_IE381898.htm
16024,Overture Networks,3.4,29,3.4,3.0,2.9,3.4,3.1,Telecommunications,Telecommunications Manufacturing,www.overturenetworks.com,https://www.glassdoor.com/Overview/Working-at-Overture Networks-EI_IE16024.htm
14593,MAST,2.9,26,2.7,3.3,2.5,3.3,2.8,Manufacturing,Consumer Products Manufacturing,www.lb.com/our-company/mast-global,https://www.glassdoor.com/Overview/Working-at-MAST-EI_IE14593.htm
277742,Schoolcity,3.7,25,3.1,3.6,3.6,3.1,3.8,Information Technology,Computer Hardware & Software,www.schoolcity.com,https://www.glassdoor.com/Overview/Working-at-Schoolcity-EI_IE277742.htm
254877,KPI Partners,3.2,25,2.7,2.8,2.8,3.5,3.4,Information Technology,Computer Hardware & Software,www.kpipartners.com,https://www.glassdoor.com/Overview/Working-at-KPI Partners-EI_IE254877.htm
534612,Cartesian Consulting,3.5,23,3.2,3.9,3.7,3.1,3.6,Business Services,Consulting,www.cartesianconsulting.com,https://www.glassdoor.com/Overview/Working-at-Cartesian Consulting-EI_IE534612.htm
1334507,IndianGiftsPortal,3.0,23,2.6,3.0,3.0,3.0,3.2,,,www.indiangiftsportal.com,https://www.glassdoor.com/Overview/Working-at-IndianGiftsPortal-EI_IE1334507.htm
472548,Indian Space Research Organisation,3.9,23,4.1,3.5,3.1,3.5,3.6,Government,Federal Agencies,www.isro.org,https://www.glassdoor.com/Overview/Working-at-Indian Space Research Organisation-EI_IE472548.htm
790394,HS Brands,2.6,23,2.5,2.5,2.7,2.4,2.6,Business Services,Research & Development,www.hsbrands.com,https://www.glassdoor.com/Overview/Working-at-HS Brands-EI_IE790394.htm
1023080,RGF Select India,4.0,23,4.4,4.3,4.4,3.9,4.3,Business Services,Staffing & Outsourcing,www.rgf-select.co.in,https://www.glassdoor.com/Overview/Working-at-RGF Select India-EI_IE1023080.htm
334201,Skidata,4.2,22,4.0,4.1,4.2,3.6,4.4,Information Technology,Computer Hardware & Software,www.skidata.com,https://www.glassdoor.com/Overview/Working-at-Skidata-EI_IE334201.htm
259856,Cbay Systems,2.5,22,2.3,2.4,2.3,2.7,2.5,Transportation & Logistics,Logistics & Supply Chain,www.cbaysystems.com,https://www.glassdoor.com/Overview/Working-at-Cbay Systems-EI_IE259856.htm
264191,Arasan Chip Systems,2.7,19,2.5,2.2,2.5,2.3,3.3,Manufacturing,Electrical & Electronic Manufacturing,www.arasan.com,https://www.glassdoor.com/Overview/Working-at-Arasan Chip Systems-EI_IE264191.htm
324589,Netsol - India,2.8,18,3.2,2.5,2.7,2.3,2.8,Information Technology,IT Services,www.netsol.co.in,https://www.glassdoor.com/Overview/Working-at-Netsol - India-EI_IE324589.htm
703001,Ondot Systems,2.4,18,2.2,2.5,2.5,2.9,2.7,Information Technology,Computer Hardware & Software,www.ondotsystems.com,https://www.glassdoor.com/Overview/Working-at-Ondot Systems-EI_IE703001.htm
716247,Stellium,2.7,18,2.8,2.7,2.6,2.6,3.0,Accounting & Legal,Accounting,www.stelliuminc.com,https://www.glassdoor.com/Overview/Working-at-Stellium-EI_IE716247.htm
1194272,Opinio,3.2,16,2.8,3.2,2.9,3.6,3.0,Transportation & Logistics,Logistics & Supply Chain,www.opinioapp.com,https://www.glassdoor.com/Overview/Working-at-Opinio-EI_IE1194272.htm
1001961,MorgenAll,4.5,16,4.3,4.3,4.4,4.4,4.5,Business Services,Staffing & Outsourcing,www.morgenall.com,https://www.glassdoor.com/Overview/Working-at-MorgenAll-EI_IE1001961.htm
1005231,Starhome Mach,2.5,16,3.3,2.6,2.5,2.3,2.5,Telecommunications,Telecommunications Services,www.starhomemach.com,https://www.glassdoor.com/Overview/Working-at-Starhome Mach-EI_IE1005231.htm
877248,Jifflenow,4.5,15,4.4,4.5,4.2,4.0,4.4,Information Technology,Enterprise Software & Network Solutions,www.jifflenow.com,https://www.glassdoor.com/Overview/Working-at-Jifflenow-EI_IE877248.htm
710823,Innovalus Technologies,3.5,15,3.1,3.5,3.4,3.0,3.4,Information Technology,IT Services,www.innovalus.com,https://www.glassdoor.com/Overview/Working-at-Innovalus Technologies-EI_IE710823.htm
694256,Asmaitha Wireless Technologies,3.2,15,3.0,3.0,2.8,2.7,3.1,Information Technology,Computer Hardware & Software,www.asmaitha.com,https://www.glassdoor.com/Overview/Working-at-Asmaitha Wireless Technologies-EI_IE694256.htm
320122,Stag Software,2.8,15,3.0,2.6,2.4,2.1,2.7,Information Technology,IT Services,www.stagsoftware.com,https://www.glassdoor.com/Overview/Working-at-Stag Software-EI_IE320122.htm
521759,NTTF,2.8,15,3.3,3.4,2.5,2.3,2.8,Education,Education Training Services,www.nttftrg.com,https://www.glassdoor.com/Overview/Working-at-NTTF-EI_IE521759.htm
948627,Cosmic Strands,2.0,15,2.9,2.6,2.4,1.9,2.3,Business Services,Consulting,www.cosmicstrands.com,https://www.glassdoor.com/Overview/Working-at-Cosmic Strands-EI_IE948627.htm
690446,Volvo Buses,3.7,14,3.7,4.2,3.5,3.0,2.8,Transportation & Logistics,Transportation Management,www.volvobuses.com,https://www.glassdoor.com/Overview/Working-at-Volvo Buses-EI_IE690446.htm
590322,Sunovaa,3.1,14,3.6,3.4,3.5,3.2,3.8,Information Technology,IT Services,www.sunovaa.com,https://www.glassdoor.com/Overview/Working-at-Sunovaa-EI_IE590322.htm
511584,Quadra Software Solutions,2.7,14,2.5,2.8,2.6,2.3,2.9,Information Technology,Computer Hardware & Software,www.quadra.in,https://www.glassdoor.com/Overview/Working-at-Quadra Software Solutions-EI_IE511584.htm
520452,VXL Instruments,2.1,14,2.9,2.2,1.8,2.1,2.1,,,www.vxl.net,https://www.glassdoor.com/Overview/Working-at-VXL Instruments-EI_IE520452.htm
1109611,Roadrunnr,2.9,14,2.7,2.9,2.7,3.1,2.7,,,www.roadrunnr.in,https://www.glassdoor.com/Overview/Working-at-Roadrunnr-EI_IE1109611.htm
944030,EXA,3.1,14,2.4,2.5,2.5,3.0,3.2,Information Technology,IT Services,www.exa-ag.com,https://www.glassdoor.com/Overview/Working-at-EXA-EI_IE944030.htm
635462,Intersoftkk India,3.3,14,3.3,3.7,3.5,3.2,3.8,Information Technology,IT Services,www.intersoftkk.com,https://www.glassdoor.com/Overview/Working-at-Intersoftkk India-EI_IE635462.htm
695593,Hachi,3.8,14,2.7,3.5,3.6,3.8,3.4,Information Technology,Computer Hardware & Software,www.gohachi.com,https://www.glassdoor.com/Overview/Working-at-Hachi-EI_IE695593.htm
511866,Epiance Software,2.6,14,3.0,2.7,2.6,2.8,2.9,Information Technology,Computer Hardware & Software,www.epiplex500.com,https://www.glassdoor.com/Overview/Working-at-Epiance Software-EI_IE511866.htm
518591,Ace Creative Learning,3.3,14,2.8,3.3,3.0,2.6,3.1,Education,Education Training Services,www.ace-online.co.in,https://www.glassdoor.com/Overview/Working-at-Ace Creative Learning-EI_IE518591.htm
199238,Captronic Systems,3.9,13,2.6,3.6,3.4,3.0,4.2,Manufacturing,Electrical & Electronic Manufacturing,www.captronicsystems.com,https://www.glassdoor.com/Overview/Working-at-Captronic Systems-EI_IE199238.htm
255007,Virident,3.4,13,3.0,3.2,2.6,3.4,3.2,Information Technology,Computer Hardware & Software,www.virident.com,https://www.glassdoor.com/Overview/Working-at-Virident-EI_IE255007.htm
12392,Software Innovation,4.3,13,4.6,4.2,3.8,4.6,3.5,Information Technology,Enterprise Software & Network Solutions,www.software-innovation.com,https://www.glassdoor.com/Overview/Working-at-Software Innovation-EI_IE12392.htm
385349,CogBooks,4.1,13,3.8,3.8,3.3,3.5,4.0,Education,Education Training Services,www.cogbooks.com,https://www.glassdoor.com/Overview/Working-at-CogBooks-EI_IE385349.htm
354715,Dexcel Electronics Designs,3.0,13,3.1,3.3,3.0,2.1,2.9,Manufacturing,Consumer Products Manufacturing,www.dexceldesigns.com,https://www.glassdoor.com/Overview/Working-at-Dexcel Electronics Designs-EI_IE354715.htm
1335207,ABFRL,3.1,13,2.8,3.5,3.3,3.2,3.4,,,www.abfrl.com,https://www.glassdoor.com/Overview/Working-at-ABFRL-EI_IE1335207.htm
1049829,Truweight,3.0,12,2.5,2.4,2.4,2.4,2.7,,,www.truweight.in,https://www.glassdoor.com/Overview/Working-at-Truweight-EI_IE1049829.htm
654877,Trivium eSolutions,3.6,12,3.3,3.8,3.8,3.2,3.4,Information Technology,IT Services,www.trivium-esolutions.com,https://www.glassdoor.com/Overview/Working-at-Trivium eSolutions-EI_IE654877.htm
519950,Right Horizons Investment Advisory and Wealth Management Pvt.,3.2,12,3.1,3.0,3.0,2.8,3.2,,,www.righthorizons.com,https://www.glassdoor.com/Overview/Working-at-Right Horizons Investment Advisory and Wealth Management Pvt.-EI_IE519950.htm
368718,Mindtree Wireless,3.8,12,3.4,3.9,3.2,3.1,3.9,Business Services,Staffing & Outsourcing,www.mindtree.com,https://www.glassdoor.com/Overview/Working-at-Mindtree Wireless-EI_IE368718.htm
390349,Amy Business Solutions,2.7,12,2.3,3.0,2.7,2.3,2.6,Information Technology,IT Services,www.abs-us.com,https://www.glassdoor.com/Overview/Working-at-Amy Business Solutions-EI_IE390349.htm
717425,Unbxd,4.1,12,3.2,4.1,3.9,3.8,3.9,Information Technology,Computer Hardware & Software,www.unbxd.com,https://www.glassdoor.com/Overview/Working-at-Unbxd-EI_IE717425.htm
563018,Marketelligent,4.1,12,4.7,4.4,4.2,3.2,3.8,Business Services,Consulting,www.marketelligent.com,https://www.glassdoor.com/Overview/Working-at-Marketelligent-EI_IE563018.htm
1360370,Happay,3.2,12,2.8,3.0,3.1,3.4,3.3,,,www.happay.in,https://www.glassdoor.com/Overview/Working-at-Happay-EI_IE1360370.htm
1335327,IQLECT,3.4,12,3.6,3.3,3.5,3.8,4.3,Information Technology,Computer Hardware & Software,www.iqlect.com,https://www.glassdoor.com/Overview/Working-at-IQLECT-EI_IE1335327.htm
277256,Arada Systems,3.2,12,2.9,2.7,3.1,3.3,3.6,Information Technology,Computer Hardware & Software,www.aradasystems.com,https://www.glassdoor.com/Overview/Working-at-Arada Systems-EI_IE277256.htm
663258,Silvan Innovation Labs,3.2,12,3.6,3.9,4.5,2.6,3.6,Business Services,Security Services,www.silvanlabs.com,https://www.glassdoor.com/Overview/Working-at-Silvan Innovation Labs-EI_IE663258.htm
715457,Digital Horizons,2.7,12,2.3,2.8,2.7,2.5,2.9,Information Technology,Computer Hardware & Software,www.digitalhorizons.net,https://www.glassdoor.com/Overview/Working-at-Digital Horizons-EI_IE715457.htm
745693,Thampy Digital,3.2,12,3.2,3.1,2.9,3.0,3.6,Business Services,Advertising & Marketing,www.thampydigital.com,https://www.glassdoor.com/Overview/Working-at-Thampy Digital-EI_IE745693.htm
815599,adeptpros,2.0,12,1.9,2.1,2.3,1.8,2.1,Information Technology,Computer Hardware & Software,www.adeptpros.com,https://www.glassdoor.com/Overview/Working-at-adeptpros-EI_IE815599.htm
1049782,Sunfra,3.8,11,3.4,3.7,3.8,3.7,4.0,,,www.sunfra.com,https://www.glassdoor.com/Overview/Working-at-Sunfra-EI_IE1049782.htm
1056322,Sulopa Solutions,3.6,11,3.1,3.4,3.4,3.1,3.5,,,www.sulopa.com,https://www.glassdoor.com/Overview/Working-at-Sulopa Solutions-EI_IE1056322.htm
1036238,Unifylabs systems,2.7,11,2.9,3.1,3.2,2.4,2.5,,,www.unifylabs.com,https://www.glassdoor.com/Overview/Working-at-Unifylabs systems-EI_IE1036238.htm
1298664,iMars Technologies,3.1,11,2.8,2.8,2.9,2.5,2.8,Information Technology,IT Services,www.imarstech.com,https://www.glassdoor.com/Overview/Working-at-iMars Technologies-EI_IE1298664.htm
407591,22feet,4.2,11,3.5,4.4,3.8,3.6,4.3,Business Services,Advertising & Marketing,www.22feettribalworldwide.com,https://www.glassdoor.com/Overview/Working-at-22feet-EI_IE407591.htm
